,youtube_id,comment,like_num,processed_comment
425,양달빛,남주님 부럽다.젠장 볼빨간 사츨기를 안았다니.,0개,"['남', '주님', '부럽다', '젠장', '볼', '빨갛다', '사츨기', '안다']"
426,김승민,비트 사기다,0개,"['비트', '사기']"
427,닉넴뭐하지,저 둘 쓸데없이 잘어울리냐,0개,"['저', '둘', '어울리다']"
428,고나희,저기언니..언니라고불러야되나?저기언니..있자노아요..저커서아이돌될건데..아이돌이름을뭘로지어야할까요??제발지어주세요부ㅠ,0개,"['저기', '언니', '불다', '나', '저기', '있다', '노아', '커서', '아이돌', '되다', '아이돌', '이름', '뭘', '로지', '야하다', '요', '제발', '지다', '부']"
429,JesseMartnez,❤ 예슈아 ✞ ♬ https://youtu.be/8Mtm27taYng,0개,['예슈']
430,그냥지나가던시민,0:38 눈치 없이 밖을 나가는걸까,0개,"['눈치', '밖', '나가다', '끄다']"
431,댕댕이,이곡 네 최~의 곡,0개,"['이곡', '네', '최', '의', '곡']"
432,정지영,날게 엏떳해만들었나요?,0개,"['날', '엏떳', '하다', '만들다']"
433,지현,봄이 왔다,0개,"['봄', '오다']"
434,식Ssin,노래 좋다,0개,"['노래', '좋다']"
435,최수미,노래 좋다 나 이 노래 좋아서 오전 9시부터 오후 5시까지 부름ㅋㅋㅋㅋ,0개,"['노래', '좋다', '나', '이', '노래', '좋다', '오전', '오후', '부르다']"
436,stephanieyew,나만 김다미 처럼 생긴걸로 보여?,0개,"['나', '김', '다미', '처럼', '생기다', '보이다']"
437,MinSe,마스크 안쓰고 손잡고 거리두기안하시네,0개,"['마스크', '쓰다', '손잡다', '거리', '두다']"
438,핬도그,사귀나2이?,0개,"['사귀다', '이']"
439,채식나라채식발전소,남자 너무 자연스럽게 가는데?,0개,"['남자', '자연', '가다']"
440,푸하,근데 에임 상태가?,0개,"['임', '상태']"
441,진영준,내 이야기 같다....,0개,"['내', '이야기', '같다']"
442,검정,"2020년 봄, 세상이 힘들지만 노래 듣고 힘내봅니다.",0개,"['봄', '세상', '힘들다', '노래', '듣다', '힘내다', '보다']"
443,치즈,볼사 노래 너뮤 조아여,0개,"['보다', '노래', '뮤', '좋다']"
444,나재민오른팔,이서야.. 이서야..!,0개,"['이서', '이서']"
445,한승현,이거 들으면 수학여행 갔을때 생각남,0개,"['거', '들다', '수학여행', '가다', '때', '생각나다']"
446,백준승,김다미 닮았다ㅋㅋㅋ,1개,"['김', '다미', '닮다']"
447,꼬밍이,왜 저 화살 안빼주냐,1개,"['왜', '저', '화살', '빼다']"
448,허니팔레트,여친이랑 한강가서 같이 듣기 딱 좋은노래~ 물론 여친이 없지만ㅋ,0개,"['여친', '강가', '듣기', '좋다', '노래', '여친', '없다']"
449,정크랫뺏겨서던지는정크원챔엄준식,남주가 좀 불쌍한데 뮤비 거의 내내 가슴에 꽂혀있어ㅋㅋㅋ,1개,"['남', '주가', '좀', '불쌍하다', '뮤비', '거의', '내내', '가슴', '꽂히다']"
450,장용영,내 댓글찾기,2개,"['내', '댓글', '찾기']"
451,예쁘게살고싶어,"나만바라봐야하는건데,,나만봄..",0개,"['나', '바라보다', '야하다', '나', '봄']"
452,윤성희,노래 좋아요,0개,"['노래', '좋다']"
453,tjkim,"기대에 부응하는 곡이네요. 봄에 잘 어울리는 곡, 사람을 설레게 만드는 곡이네요. 참 좋네요.",47개,"['기대', '부응', '하다', '곡', '요', '봄', '자다', '어울리다', '곡', '사람', '설레다', '만들다', '곡', '요', '차다', '좋다']"
454,오은정,나만 볼빨간사춘기중 에 이 노래가 재일 좋은 건가?,3개,"['나', '볼', '빨갛다', '사춘기', '이', '노래', '재일', '좋다', '건가']"
455,박보영귀여워,이노래가 벌써 1년이라고?,0개,"['노래', '벌써']"
456,정혜진,좋음,0개,['좋다']
457,뭘봐,제목 기억안나서 바보 선샤인 완벽한 하루 치니까 첫번째 영상으로 나옴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개,"['제목', '안나', '바보', '선샤인', '완벽하다', '하루', '치', '첫', '영상', '나오다']"
458,헬로안녕유튜브,뭐야 ?,0개,['뭐']
459,덕만,이 노래듣고 볼빨간사춘기 입덕하게됨,0개,"['이', '노래', '듣다', '볼', '빨갛다', '사춘기', '입덕', '하다', '되다']"
460,카트라이더,나두이노래좋아하는뎅카트라이더짱,0개,"['나', '노래', '좋아하다', '뎅', '카트라이더']"
461,착한아이,날지?,0개,['날']
462,김다루,남자 배우가 없었나봐,0개,"['남자', '배우', '없다', '보다']"
463,효린첼,나도 고백하는게 무서운데ㅠ.ㅠ 내 맘을 왜 몰를까?,0개,"['나다', '고백', '하다', '무섭다', '내', '맘', '왜', '모르다']"
464,JanKerby,아 사과티비 모르는 사람 많을때 꿀 많이 빨았는데 아쉽게 되버렸누,0개,"['사과', '티비', '모르다', '사람', '많다', '때', '꿀', '빨다', '아쉽다', '되다', '버리다', '누']"
465,수한무김,몽글몽글하네기분이,0개,"['몽글몽글하다', '기분']"
466,동그리,깡!!!!!!!!!!!이노래듣고감동,0개,"['깡', '노래', '듣다', '감동']"
467,정우진,봄기운에 눈치없이 나가서 뒤져서 사라졌네요.,0개,"['봄', '기운', '눈치', '나가다', '뒤지다', '사라지다']"
468,현생에치여죽는중,"노래 넘 좋당 작년 봄 생각난다 
올해 봄은 ㅅㅂ",2개,"['노래', '넘다', '좋다', '작년', '봄', '생각나다', '올해', '봄']"
469,파랑푸우,"이 노래가 안 질리는 이유가 뭘까? 노래가 나온지 1년 6개월이 넘었는데 계속 듣고 있다.
매일 습관처럼 듣고 있다. 봄바람에 휘날리는 벚꽃을 위태롭게 걸어가는 내 모습이 아른거린다.
언제쯤 나는 이곡을 떠나보낼까? 새로운 시작을 할때가 된 것 같은데... 
볼빨간 사춘기가 정말 내게 고마운 존재이다. 하루하루 버틸 힘을 주었다. 모르는 노래가 없을 정도다.
아픈 사춘기를 치유하고, 앞으로 나아갈 수 있게 한 음악들. 그들이 음악적방향으로 갈라서도 나는 둘다 응원한다.
오래도록 남아서서 아름다운 목소리들을 들려줄 수 있기를 바란다. 아프지말고 건강하기를.",2개,"['이', '노래', '안', '질리다', '이유', '뭘', '끄다', '노래', '나오다', '개월', '넘다', '계속', '듣다', '있다', '매일', '습관', '듣다', '있다', '봄바람', '휘날리다', '벚꽃', '위태롭', '걸어가다', '내', '모습', '아른거리다', '언제', '나', '이곡', '떠나다', '보내다', '새롭다', '시작', '하다', '때', '되다', '것', '같다', '볼', '빨갛다', '사춘기', '정말', '내다', '고맙다', '존재', '하루하루', '버티다', '힘', '주다', '모르다', '노래', '없다', '정도', '아프다', '사춘기', '치유', '앞', '나아가다', '수', '있다', '하다', '음악', '그', '음악', '방향', '가르다', '나', '두다', '응원', '남아', '서서', '아름답다', '목소리', '들려주다', '수', '있다', '바라다', '아프다', '건강하다']"
470,김준호,노래중에 수만번을 들어도 안질리는 가수의 노래들이 있지. 아이유 볼사..,0개,"['노래', '번', '들다', '안질리다', '가수', '노래', '있다', '아이유', '보다']"
471,SibusisoM,역시 너도 남자구나 ㅋㅋㅋ  로즈ㅌIㅂI는 역시 국룰이지 골라보는 맛이 있단말이야,0개,"['역시', '너', '남다', '로', '늘다', '역시', '국룰', '고르다', '보다', '맛', '있다', '단말']"
472,경수의눈물,이 노래도 1개월후면 1년전으로 바뀌네,0개,"['이', '노래', '개월후', '바뀌다']"
473,쟁쟁,"1:31 여기에 보면 분명 남주의 뒷쪽에 화살을 쐈음
근데 1:33 여기에 보면 화살이 앞에 박혀있음 !!!!!!!!!
이건 뭘까 !?!?! 뮤비 제작 실수인가 ???????
했ㅡ는데 남주에게 박혀있던 화살이 없어져도 안졍에게  미련??같은게 남아서 뒤를 돌아봤다가 화살에 맞았다 !!!!!!!
고 생각하는데 
여러분들은 어떤가요ㅡ??",1개,"['여기', '보다', '분명', '남', '주의', '뒷쪽', '화살', '쏘다', '여기', '보다', '화살', '앞', '박히다', '것', '뭘', '끄다', '뮤비', '제작', '실수', '하다', '남다', '박히다', '화살', '없어지다', '안졍', '미련', '같다', '남아', '뒤', '돌아보다', '화살', '맞다', '고', '생각', '하다', '여러분', '가요']"
474,롯데리아케쳡도둑,"새내기 때 이 노래 들으면서 벚꽃보고 다녔는데 추억이네ㅋㅋ 다시 새내기 하고싶다,,,",0개,"['새내기', '때', '이', '노래', '들다', '벚꽃', '보고', '다니다', '추억', '다시', '새내기', '하다']"
475,아코님,나만 봄 ....봄,0개,"['나', '봄', '봄']"
476,남한여자,이 시국 노래,0개,"['이', '시국', '노래']"
477,고나희,나만 봄......❤,0개,"['나', '봄']"
478,장염에걸린루피,"안지여의 3화장
초반:고딩에저중딩
여행때:20대
현재:20대",1개,"['안지', '여의', '화장', '초반', '고딩', '중딩', '여행', '때', '대다', '현재', '대다']"
479,Samgyeobsal,나만 저화살 ㄹㅇ 아파보임....? 하트형이여서 뺄때 구멍커지겠는데..?,1개,"['나', '화살', '아프다', '보임', '하트', '여서', '빼다', '때', '구멍', '커지다']"
480,webPD,"이거2020년에보는사람갑자기봄되니까이거찼아서보는사람(나ㅋㅋ)
손!!!♥",0개,"['거', '나', '손']"
481,GorkhaCreations,이 댓글 보고 구글스토어에 사과티비 검색하고 있는 내 인생이 레전드네 씨밬 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개,"['이', '댓글', '보고', '구글', '스토어', '사과', '티비', '검색', '있다', '내', '인생', '레전드', '씨밬']"
482,고아라,"안돼 그만둬 거기까지 해 더 다가가면 너 정신 못 차려

안돼 그만해 꽃은 넣어둬 그냥 좀 바람이 불게 놔줘



왜 그럴까 사람들은 그냥 봄기운이 좋아 눈치 없이 밖을 나가는 걸까

왜 이럴까 뭐가 설렌다고 봄바람이 좋아 내 맘도 모르고 더 불어와



flower sunshine 완벽한 하루를 사실 너와 걸을 수 있다면 얼마나 좋을까

좋아한다고 말하기가 무서워서 네 곁을 맴돌고 있는 난

벚꽃도 뭐고 다 필요 없어 나는 네 곁에 있고 싶어 딱 붙어서

봄이 지나갈 때까지 다른 사람 다 사라져라 나만
봄



왜 그럴까 사람들은 그냥 봄기운이 좋아 눈치 없이 밖을 나가는 걸까

왜 이럴까 뭐가 설렌다고 봄바람이 좋아 내 맘도 모르고 더 불어와



flower sunshine 완벽한 하루를 사실 너와 걸을 수 있다면 얼마나 좋을까

좋아한다고 말하기가 무서워서 네 곁을 맴돌고 있는 난

벚꽃도 뭐고 다 필요 없어 나는 네 곁에 있고 싶어 딱 붙어서

봄이 지나갈 때까지 다른 사람 다 사라져라



언제 봄이 왔는지 내 맘도 모르고 봄바람이 자꾸만 불어와

네 곁에 딱 붙어서 떨어지지 않고 싶어 내 맘을 이제 말하고 싶어

벚꽃도 뭐고 다 필요 없어 나는 네 곁에 있고 싶어 딱 붙어서

봄이 지나갈 때까지 다른 사람 다 사라져라 나만
봄",35개,"['돼다', '그만두다', '거기', '해', '더', '다가가다', '너', '정신', '못', '차려', '돼다', '그만하다', '꽃', '넣다', '두다', '그냥', '좀', '바람', '불', '놓다', '왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '눈치', '밖', '나가다', '걸다', '왜', '이렇다', '뭐', '설레다', '봄바람', '좋다', '내', '맘', '모르다', '더', '불어오다', '완벽하다', '하루', '사실', '너', '걸', '수', '있다', '얼마나', '좋다', '좋아하다', '말', '하다', '무섭다', '네', '곁', '맴돌다', '있다', '난', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '나', '봄', '왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '눈치', '밖', '나가다', '걸다', '왜', '이렇다', '뭐', '설레다', '봄바람', '좋다', '내', '맘', '모르다', '더', '불어오다', '완벽하다', '하루', '사실', '너', '걸', '수', '있다', '얼마나', '좋다', '좋아하다', '말', '하다', '무섭다', '네', '곁', '맴돌다', '있다', '난', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '언제', '봄', '오다', '내', '맘', '모르다', '봄바람', '자꾸만', '불어오다', '네', '곁', '붙다', '떨어지다', '않다', '싶다', '내', '맘', '이제', '말', '싶다', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '나', '봄']"
483,JadGamer,이 댓글 보고 구글스토어에 사과티비 검색하고 있는 내 인생이 레전드네 씨밬 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개,"['이', '댓글', '보고', '구글', '스토어', '사과', '티비', '검색', '있다', '내', '인생', '레전드', '씨밬']"
484,유한별,동생어디서요,0개,"['동생', '어디', '서요']"
485,나월포,꽃,1개,['꽃']
486,손유정,미쳤냐 손유정,0개,"['미치다', '손유정']"
487,클로치,볼사노래를 내 학창시절이랑 함께 해서 좋았다 볼사노래 들을때마다 생각날거같애 ㅜ,54개,"['보다', '노래', '내', '학창시절', '하다', '좋다', '보다', '노래', '들다', '때', '생각나다', '같다', '애']"
488,박성문,노래 너무좋아요,3개,"['노래', '좋다']"
489,신병,여기는 무슨 외국인이 점령함?,29개,"['여기다', '무슨', '외국인', '점령', '함']"
490,루피,이때의 안지영이 제일 좋은데,3개,"['때', '안지영', '제일', '좋다']"
491,원영,썅 개이쁘다,3개,"['썅', '개', '이쁘다']"
492,러블리TV라은,가족에게 공연을 보여주려고 이 노래로 춤추고 있어요. 동생이 추는 모습이 너무 귀여워용~~~♡,4개,"['가족', '공연', '보여주다', '이', '노래', '춤추다', '있다', '동생', '추다', '모습', '귀엽다']"
493,SIBAR,"ㅎㅎㅎ화살... 완전 귀여워~♡

다른사람 다~ 사라져라!!  나만봄!!ㅎ
마지막 껴안는데 넘좋타~~^^",1개,"['화살', '완전', '귀엽다', '다른사람', '사라지다', '나', '봄', '마지막', '끼다', '넘다', '좋다', '타']"
494,애옹이한테윤기난다,제친구 안돼그만둬 부분을 앙대 그만둬로 불러요ㅋㅋ,2개,"['친구', '돼다', '그만두다', '부분', '대다', '그만두다', '불다']"
495,duoman,"2019년 늦겨울에도 듣는 1人
해가 바뀌어 2020년입니다...모든분들이 행복하시길..",102개,"['늦', '겨울', '듣다', '해', '바뀌다', '모든', '행복하다']"
496,퓨린,"지영님 이쁘다고 생각하시는분
👇",406개,"['지영', '이쁘다', '생각', '하다', '분']"
497,김준호,다른건 모르겠고  미세먼지없는  파란하늘  하나는 넘부럽다.,4개,"['다르다', '모르다', '미세먼지', '없다', '파란하늘', '하나', '넘다', '부럽다']"
498,이다은,한국인 ㅜ 2020!,3개,['한국인']
499,킴james,이거보면 나만 우연히 봄 생각나나,1개,"['거', '보다', '나', '봄', '생각나다']"
500,꿈의드림친구파라,입덕영상인데 목소리가 너무 매력적이세요ㅠㅠ,2개,"['입덕', '영상', '목소리', '매력', '이세']"
501,김선우,나만봄사랑해요,1개,"['나', '봄', '사랑', '해']"
502,박도훈Aj스타일스,노래좋고 새로운봄노래,2개,"['노래', '좋다', '새롭다', '봄', '노래']"
503,reme,이 노래 들을때마다 정말 설렘.. 그 연인끼리의 설레는 감정이 아니라 휘날리는 벚꽃 나무 아래서 햇볕 받으면서 힐링을 즐기는 그 설레임 ㅠㅠㅠㅠㅠㅠㅠ 진짜 봄 기운을 노래에 담은 것 같음.. 말로 표현할 수 없어,5개,"['이', '노래', '들다', '때', '정말', '설레다', '그', '연인', '끼리', '설레다', '감정', '아니다', '휘날리다', '벚꽃', '나무', '아래', '햇볕', '받다', '힐링', '즐기다', '그', '설레임', '진짜', '봄', '기운', '노래', '담다', '것', '같다', '말로', '표현', '하다', '수', '없다']"
504,네A온,나도 저 화살 맞고 싶다ㅠ.ㅠ,1개,"['나다', '저', '화살', '맞다', '싶다']"
505,루션TV,어떻게 모든 노래가 다 좋을수가 있지? 진짜 말도 안되게 좋네,3개,"['어떻다', '모든', '노래', '좋다', '있다', '진짜', '말', '안되다', '좋다']"
506,만화그리는사람,왜그럴까 사람들은 그냥 봄기운이 좋아 끝이 없이 밖을 나가는 걸까 미세먼지도 많은데,3개,"['왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '끝', '밖', '나가다', '걸다', '미세먼지', '많다']"
507,김동범,꺄 너무 너무 좋다 몸이 살살 녹아~~♥,1개,"['꺄', '좋다', '몸', '살살', '녹다']"
508,김성하,올해의 가수상을 받은 띵곡 ♥♥,3개,"['올해', '가수', '받다', '띵곡']"
509,포도봉봉,안지영 목소리 짱 좋당  해헤해헤헤ㅔㅎ   19  12  6,2개,"['안지영', '목소리', '짱', '좋다', '해헤', '하다', '헤헤']"
510,기메빈,아 진짜 언제 들어도 봄같은 노래ㅠㅠㅜ 언니 사랑해요ㅠㅜㅠ 화살낭비하지마요. 까짓것 제가 그냥 남주가 되어드릴게요,1개,"['진짜', '언제', '들다', '봄', '같다', '노래', '언니', '사랑', '하다', '화살', '낭비하다', '마', '것', '제', '그냥', '남', '주가', '되어다', '드리다']"
511,JeheunhyukSFM,안댕 그만행 껓추 넣어뒁,2개,"['안댕', '만행', '껓추', '넣어뒁']"
512,평가원장과탭댄스,"내 고3 봄에 나온노래.. 
학교가는 버스에서 벚꽃길을 보며 이 노래를 듣던게 너무 기억에 남는다.
너무 화창한 날씨에 하루종일 입시공부 한다는게 너무 힘들어서 내년에 꼭 원하는 대학에 간다했었는데.. 어느덧 수능도 끝났구나 😅",4개,"['내', '고', '봄', '나오다', '노래', '학교', '가다', '버스', '벚꽃', '길', '보다', '이', '노래', '듣다', '기억', '남다', '화창하다', '날씨', '하루', '종일', '입시', '공부', '게', '힘들다', '내년', '꼭', '원하다', '대학', '간다', '하다', '어느덧다', '수능', '끝나다']"
513,BearLuv,볼사ㅠㅠㅠㅠㅜ진짜 사랑해요ㅠㅠㅠ이노래는 제 평생 띵곡 1년내내 계속들어도 너무 좋아요ㅠㅠㅠㅠㅠ설렘최고조❤❤❤❤❤❤❤❤❤,8개,"['보다', '진짜', '사랑', '하다', '노래', '제', '평생', '띵곡', '계속', '어도', '좋다', '설레다', '최고']"
514,임윤원,귀엽다,1개,['귀엽다']
515,DOWIYU,완전잘부룸,1개,"['완전', '부다', '룸']"
516,딥시,안돼그만해  고춘 너어둬 안대 그만행  거기 까지해,1개,"['돼다', '그만하다', '고', '추다', '너', '두다', '안대', '만행', '거기', '끄다']"
517,온려찌,저 남자 가슴에 박힌 화살 아프겠다.....끄흑...,5개,"['저', '남자', '가슴', '박히다', '화살', '아프다', '끄다']"
518,최근,노래좋다,1개,"['노래', '좋다']"
519,봄이슬,슬픈노래도밝게불러서좋다.노래가항상밝아서자꾸듣게되는것같다.💘💞💕💓🍒🍇💖,1개,"['슬프다', '노래', '밝다', '불다', '좋다', '노래', '항상', '밝다', '자꾸', '듣다', '되다', '같다']"
520,영우,뮤비가 너무 재밌어서 가사가 안들어와ㅠㅠㅋㅋㅋㅋ,0개,"['뮤비', '재밌다', '가사', '들어오다']"
521,SO,뮤비 넘 귀엽다 ㅋㅋㅋ,0개,"['뮤비', '넘다', '귀엽다']"
522,SoYunLee,너무 좋다,0개,['좋다']
523,최고다아이린,상콤상콤,1개,"['상콤', '콤']"
524,짱난명탐정,내 최애곡ㅠㅠ,0개,"['내', '최애', '곡']"
525,김심심,"봄에 듣든 언제 듣든 있지 않은
남친,전남친 생각남",0개,"['봄', '듣다', '언제', '듣다', '있다', '않다', '남친', '전남친', '생각나다']"
526,싫어요한번씩만눌러주세요,"남조선 노래 좋구나


 아니 이게 무슨일이네...? 좋아요가 50개가 넘었구나 감사합니다 50동무들


100개 미친",116개,"['남조선', '노래', '좋다', '아니다', '이', '일이', '좋다', '요가', '개', '넘다', '감사하다', '동무', '개', '미치다']"
527,조성현,20200119 여기는 겨울입니다. 20년 봄을 기다리며..,0개,"['여기다', '겨울', '이다', '봄', '기다리다']"
528,마리오,아니 그냥 한번에 화살 한 100개 박음 되잖아..,14개,"['아니다', '그냥', '한번', '화살', '하다', '개', '박다', '되다']"
529,로미놈,"분명 새벽 1시였었죠....그때가....
노래만 듣다보니 아침이...왔네요
기모띵",8개,"['분명', '새벽', '그때', '노래', '듣다', '보다', '아침', '오다', '띵']"
530,김정은,지영님 넘 이쁘다ㅜ,1개,"['지영', '넘다', '이쁘다']"
531,simsim,한국댓글찾는데 없네 내가 적는다 후.......,1개,"['한국', '댓글', '찾다', '없다', '내', '적다', '후']"
532,체린유,마직막은 해피엔딩~!!!??,0개,"['마직', '막다', '해피엔딩']"
533,김상우,"킬링 포인트
0:22 안돼 그만해 꼬춘 넣어둬",2개,"['킬링', '포인트', '돼다', '그만하다', '꼬춘', '넣다', '두다']"
534,테슷흐흐흐,이때가 참 좋았는데,0개,"['때', '차다', '좋다']"
535,은후,왕의귀환이다 ㅜㅜ 여러분 멜론열심히돌려서올려드립시다 !!!  기다렷어요 볼빨사 😍😍😍😍,32개,"['왕', '귀환', '여러분', '멜론', '돌리다', '올리다', '드리다', '기', '렷', '볼', '빨다']"
536,엽서,2:01 귀여운데 무서웡...,4개,"['귀엽다', '무서웡']"
537,김말이,진짜 겨울인데 나만 봄이네,0개,"['진짜', '겨울', '나', '봄']"
538,김형식,볼싸 누나들 노래들으면 사랑에 빠진 여자된 기분임,93개,"['볼', '싸다', '누나', '노래', '들다', '사랑', '빠지다', '여자', '되다', '기분', '임']"
539,GwiyomiKim,"나만,겨울",0개,"['나', '겨울']"
540,추빈,역시 이노래가 제일 좋아,0개,"['역시', '노래', '제일', '좋다']"
541,앙큼이,나참!! 무슨 노래를 이렇게 달달하게 부르는 거니!!!,0개,"['나', '차다', '무슨', '노래', '달달', '하다', '부르다']"
542,려솔,정말 눈물이 나네요,0개,"['정말', '눈물', '나다']"
543,행복한,안지영만 뮤비에 나오는 거같아요.,9개,"['안지영', '뮤비', '나오다', '거', '같다']"
544,MountP,너므 조으다,0개,"['너므', '좋다']"
545,김시원,오늘부터 팬 정식으로 하겠습니다. ㅜㅜㅜ,10개,"['오늘', '팬', '정식', '하다']"
546,예원랄라,새해에 처음듣는 노래가 그해 결정헌데서 들으러왔다,0개,"['새해', '처음', '듣다', '노래', '결정', '허다', '들다', '오다']"
547,박성진,저 남자  안지영한테 하트 화살 맞아서 좋겠다...,9개,"['저', '남자', '안지영', '하트', '화살', '맞다', '좋다']"
548,귀요미티비,마지막에 화살꽃꼬 기타침,0개,"['마지막', '화살', '꽃꼬', '기타', '침']"
549,이하원,노래가 좋다,0개,"['노래', '좋다']"
550,박성훈,이 노래면 들으면 니 생각많이 난다 ㅇㅈ야,0개,"['이', '노래', '들다', '니', '생각', '나다']"
551,진홍민,오모나 시상에 너무 이쁘자나?,3개,"['모나', '시상', '이쁘다', '자']"
552,FunCoolSec,띵곡이긴 해,0개,"['띵곡이긴', '해']"
553,범종,볼빨간 사춘기 오늘 장미축제에서 봤는데 진짜 입덕각이야 ㅠㅠㅠㅜ,15개,"['볼', '빨갛다', '사춘기', '오늘', '장미', '축제', '보다', '진짜', '입덕', '각']"
554,포돌이,언니들 전 10년 지나도 이 노래 들을게요.살아있으면.,0개,"['언니', '전', '지나다', '이', '노래', '들다', '살다']"
555,PhuongChuyenDang,여 서 아 이 니 다.,0개,"['여', '서다', '이', '니']"
556,김지은,학교에서 선생님이 틀어주셨는데ㅜ.. 볼사 넘 좋아해서 기분최공..,4개,"['학교', '선생님', '틀어주다', '보다', '넘다', '좋아하다', '기분', '최공']"
557,seongkimin,"안지영~ 안지영~!!!
볼빨사과를 보면 오래전 미야자키 하야오 인가? 그때의 애니를 처음 볼 때와 살짝 느낌이 비슷합니다.^^ 
계속 즐겁게 활동하길 바랍니다.^^",1개,"['안지영', '안지영', '볼빨', '사과', '보다', '미야자키', '하얗다', '그때', '애니', '처음', '볼', '때', '살짝', '느낌', '비슷하다', '계속', '즐겁다', '활동', '하다', '바라다']"
558,나연임,2:27 지영 언니 개귀여워요ㅠ 사랑해요ㅠ,15개,"['지영', '언니', '개', '귀엽다', '사랑', '하다']"
559,김린,제가 미국에 있는데 이거들으니 갑자기 한국친구들 가족 그냥 한국이 유난히 그립네요 흐아...  노래 넘조아여 >_<,31개,"['제', '미국', '있다', '이', '거들다', '갑자기', '한국', '친구', '가족', '그냥', '한국', '그리다', '흐', '노래', '넘다', '여']"
560,김소라,한국인이신분♡♡,1개,"['한국인', '신분']"
561,연희,노래 너무 조아요 ㅜ ❤,6개,"['노래', '좋다']"
562,김정기,노래 너무 좋아용~~~,3개,"['노래', '좋다']"
563,정가을,에들이 나만봄 나만봄 어러더니만  좋아하는 이유가있네~^^,3개,"['들이다', '나', '봄', '나', '봄', '어르다', '좋아하다', '이유', '있다']"
564,유트브구름,와이노래넘나좋다나한텐1등노래,1개,"['노래', '넘다', '좋다', '한텐']"
565,SaguaAchim,어째 익숙한곳이다 했는데 오키나와였네..,1개,"['어째', '익숙하다', '곳', '하다', '오키나와', '이다']"
566,유찬,안돼 그만해 xx넣어둬라고 들린다..큰일났다..,1개,"['돼다', '그만하다', '넣다', '두다', '들리다', '큰일', '나다']"
567,됫어선배우습고유치해,이때 뮤비가 진짜 예뻤음ㅜㅜㅜㅜㅜㅜㅜㅜ,3개,"['때', '뮤비', '진짜', '예쁘다']"
568,개구리,아.. 요새 이노래만 들어요 👍,2개,"['요새', '노래', '들다']"
569,윤기오빠아프지마여,봄 아닌대 듣고있는나 뭐지?,1개,"['봄', '아니다', '듣다', '뭐']"
570,캐스커,죽었던 연애세포가 깨어나는 곡이다,1개,"['죽다', '연애', '세포', '깨어나다', '곡']"
571,속초의운뇨늬,2:45 내뫔도 묠흐코~~,1개,"['내뫔', '묠흐코']"
572,홍세진,너무너무 좋아요,2개,['좋다']
573,RiedXR라,1:56 원거리 캐릭이 근거리 캐릭이 되었다,1개,"['원거리', '캐릭', '근거리', '캐릭', '되어다']"
574,루비둥,남자가 불쌍한데 웃겨ㅠㅠㅠㅋㅋㅋㅋㅋㅋ,2개,"['남자', '불쌍하다', '웃기다']"
575,장하민,이분 천만 명임,2개,"['이분', '천만', '명임']"
576,김새우,처음에 똥똥땅땅 넘 귀엽다 ㅋㅋ,1개,"['처음', '땅땅', '넘다', '귀엽다']"
577,고윤서,"볼사 완전 취저임..ㅜ
윽..내심장..💘",6개,"['보다', '완전', '취저임', '윽', '심장']"
578,남김동훈,이노래너무이뻐요~♡♡,2개,"['노래', '이쁘다']"
579,테나유튜브,아 진짜 노래 넘 좋앙♡ ..♡♡심쿵♥️진짜 볼빨간 사춘기 증말 넘 조아조아♡♡,1개,"['진짜', '노래', '넘다', '좋다', '심쿵', '진짜', '볼', '빨갛다', '사춘기', '증말', '넘다', '좋다', '좋다']"
580,없구여또없어여,날개...무겁겠다....,1개,"['날개', '무겁다']"
